8.07110 2.46941 2.58284 2.60959 2.05487 2.07266 2.59559 2.45423 2.55375 2.65573 2.65143 2.77691 2.60181 2.67263 2.71065 2.58510 2.37763 2.35262 2.49204 2.63631 2.77091 3.06540 3.05773 3.27354 3.90290 3.51110 3.44074 3.54573 3.94053 3.78717 4.11997 3.98766 3.65205 3.95137 3.86437 4.02537 3.76604 3.81960 3.94938 3.92811 3.86052 4.30251 3.96990 4.12548 4.18258 4.33189 4.54357 4.77146 5.49638 5.43226 5.48256 5.75798 6.20443 6.28900 6.69858 6.35833 7.15240 6.99356 10.07601 8.16492 8.10440 8.44902 9.37601 9.46716 7.13447 11.53113 7.77716 7.61870 9.33403 8.83688 9.18822 10.51314 7.31379 8.82585 8.43501 9.07694 11.38597 10.18878 13.07097 9.98452 11.23561 11.76784 15.16948 12.47922 12.17856 12.40596 15.16868 13.71336 13.64083 11.96076 16.99633 10.05388 13.00115 14.36609 19.20921 15.31675 15.83349 17.80492 15.13920 18.74143 14.17053 16.76972 21.39657 22.24708 19.50629 19.34243 20.14899 18.07160 21.85802 27.30618 26.31293 24.80492 27.90034 26.57198 30.07679 27.24169 27.99892 26.38500 24.81134 28.78005
15.37782 8.56842 5.70416 4.39399 5.62245 5.23143 5.18618 6.24021 6.00749 6.58138 5.03469 5.47790 4.34904 9.14188 5.34731 6.37556 6.79409 7.81940 10.23620 7.63510 6.66797 7.18983 9.23352 10.31553 9.28717 10.12807 11.94901 13.61479 13.70125 17.48077 13.20139 14.33261 16.07674 10.76191 12.05537 15.84930 12.85698 11.80600
