4297 3489 2811 2359 2026 1875 1709 1603 1521 1520 1457 1379 1345 1322 1307 1315 1301 1303 1313 1291 1367 1383 1331 1293 1214 1234 1203 1207 1238 1223 1248 1273 1290 1269 1258 1231 1176 1209 1208 1156 1173 1186 1176 1165 1130 1181 1174 1153 1229 1259 1240 1213 1245 1240 1256 1222 1217 1250 1268 1286 1258 1241 1206 1205 1228 1208 1211 1236 1192 1188 1176 1145 1159 1183 1180 1163 1152 1140 1165 1136 1165 1199 1178 1207 1160 1160 1149 1126 1149 1133 1117 1119 1122 1128 1143 1152 1163 1160 1149 1153 1126 1169 1159 1151 1174 1120 1151 1174 1164 1152 1106 1140 1133 1133 1092 1139 1157 1136 1140 1144
4306 3498 2820 2304 1946 1736 1630 1592 1532 1496 1471 1435 1429 1404 1401 1397 1374 1417 1367 1356 1374 1356 1414 1449 1450 1470 1488 1504 1500 1536 1495 1514 1564 1590 1585 1529 1526 1508 1475
