1300 1306 1308 1306 1311 1319 1317 1317 1320 1323 1323 1319 1318 1317 1317 1316 1315 1320 1318 1313 1315 1315 1314 1312 1307 1312 1310 1311 1312 1311 1311 1312 1315 1314 1314 1311 1309 1316 1311 1311 1309 1309 1306 1311 1311 1309 1311 1310 1311 1311 1312 1312 1308 1309 1314 1312 1314 1316 1320 1315 1317 1316 1312 1315 1316 1310 1311 1311 1313 1309 1309 1308 1310 1310 1314 1315 1314 1312 1311 1309 1312 1314 1311 1313 1312 1311 1312 1317 1315 1315 1309 1313 1317 1318 1317 1320 1322 1323 1318 1322 1319 1319 1319 1318 1321 1319 1319 1319 1322 1320 1324 1317 1319 1318 1320 1322 1322 1320 1321 1321
1300 1301 1305 1310 1311 1315 1314 1314 1316 1316 1313 1314 1312 1307 1305 1305 1304 1307 1315 1311 1308 1308 1314 1315 1320 1319 1317 1315 1318 1316 1318 1315 1320 1318 1317 1318 1321 1319 1319
